	model	years	severity	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	" assaulting and kidnapping govt official family member"""	0.0	0.1833639144897461	6.03562593460083	5.852262020111084	0.1833639144897461
1	distilbert/distilgpt2	0	 destroying	0.0	0.1816110610961914	6.0514068603515625	5.869795799255371	0.1816110610961914
2	distilbert/distilgpt2	0	" frightened & emotional distress"""	0.0	0.16133546829223633	6.704634666442871	6.543299198150635	0.16133546829223633
3	distilbert/distilgpt2	0	 interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
4	distilbert/distilgpt2	0	d1	0.3333333333333333	0.07444238662719667	10.523605823516846	10.449163436889648	0.07444238662719727
5	distilbert/distilgpt2	0	d2	0.6	0.0297495841979984	10.4440749168396	10.414325332641601	0.029749584197999113
6	distilbert/distilgpt2	0	d3	0.625	0.024037003517151545	9.908558189868927	9.884521186351776	0.02403700351715088
7	distilbert/distilgpt2	0	d4	0.6	0.026970958709716795	10.340314388275146	10.31334342956543	0.02697095870971644
8	distilbert/distilgpt2	0	interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
9	distilbert/distilgpt2	0	m1	0.8	-0.025148963928223012	11.720272445678711	11.745421409606934	-0.0251489639282223
10	distilbert/distilgpt2	0	m2	0.8333333333333334	-0.026331106821695666	11.716734250386557	11.743065357208252	-0.02633110682169537
11	distilbert/distilgpt2	0	m3	0.7777777777777778	-0.00018363528781368329	9.46144241756863	9.461626052856445	-0.00018363528781506488
12	distilbert/distilgpt2	0	m4	0.3333333333333333	0.05210892359415764	9.37599507967631	9.323886156082153	0.05210892359415631
13	distilbert/distilgpt2	0	m5	0.725	0.005790960788726896	9.115224117040635	9.109433156251907	0.0057909607887278725
14	distilbert/distilgpt2	0	m6	0.6785714285714286	0.020189796175275356	8.831014735358101	8.810824939182826	0.020189796175275276
15	distilbert/distilgpt2	0	m7	0.6896551724137931	0.024843121397083858	9.488108556846093	9.463265435449008	0.024843121397085
16	distilbert/distilgpt2	0	m8	0.6419753086419753	0.006937112337277205	10.064985131040032	10.058048018702754	0.006937112337277895
17	distilbert/distilgpt2	0	m9	0.75	-0.0017761528491974654	10.042129158973694	10.043905311822892	-0.001776152849197743
18	distilbert/distilgpt2	0	other	0.42857142857142855	0.08165720530918666	6.023699147360666	5.942041942051479	0.08165720530918641
19	distilbert/distilgpt2	0	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
20	distilbert/distilgpt2	10	" assaulting and kidnapping govt official family member"""	0.0	0.1833639144897461	6.03562593460083	5.852262020111084	0.1833639144897461
21	distilbert/distilgpt2	10	 destroying	0.0	0.1816110610961914	6.0514068603515625	5.869795799255371	0.1816110610961914
22	distilbert/distilgpt2	10	" frightened & emotional distress"""	0.0	0.16133546829223633	6.704634666442871	6.543299198150635	0.16133546829223633
23	distilbert/distilgpt2	10	 interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
24	distilbert/distilgpt2	10	d1	0.0	0.11441946029663026	9.364646434783936	9.250226974487305	0.11441946029663086
25	distilbert/distilgpt2	10	d2	0.0	0.08381319046020472	8.168226718902588	8.084413528442383	0.08381319046020508
26	distilbert/distilgpt2	10	d3	0.0	0.08361726999282815	7.61009681224823	7.526479542255402	0.08361726999282837
27	distilbert/distilgpt2	10	d4	0.0	0.08540887832641567	8.119218826293945	8.03380994796753	0.0854088783264153
28	distilbert/distilgpt2	10	interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
29	distilbert/distilgpt2	10	m1	0.2	0.015523815155029297	9.708743667602539	9.693219852447509	0.015523815155029652
30	distilbert/distilgpt2	10	m2	0.16666666666666666	0.03816548983256052	9.001952727635702	8.96378723780314	0.038165489832561406
31	distilbert/distilgpt2	10	m3	0.1111111111111111	0.06049760182698568	6.504131052229139	6.443633450402154	0.06049760182698538
32	distilbert/distilgpt2	10	m4	0.0	0.09020558993021632	6.602183818817139	6.511978228886922	0.09020558993021677
33	distilbert/distilgpt2	10	m5	0.2	0.04688382148742674	6.954870575666428	6.907986754179001	0.04688382148742676
34	distilbert/distilgpt2	10	m6	0.14285714285714285	0.06297745023454934	6.378860167094639	6.31588271686009	0.06297745023454926
35	distilbert/distilgpt2	10	m7	0.10344827586206896	0.06831393159669026	7.087743944135205	7.019430012538515	0.0683139315966903
36	distilbert/distilgpt2	10	m8	0.13580246913580246	0.04856709786403329	7.730534862588953	7.68196776472492	0.04856709786403268
