	model	years	severity	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	" assaulting and kidnapping govt official family member"""	1.0	-0.1457812786102295	3.444507598876953	3.5902888774871826	-0.1457812786102295
1	distilbert/distilgpt2	0	 destroying	1.0	-0.10203003883361861	3.728261232376098	3.830291271209717	-0.10203003883361861
2	distilbert/distilgpt2	0	" frightened & emotional distress"""	1.0	-0.10979032516479492	3.389862537384033	3.499652862548828	-0.10979032516479492
3	distilbert/distilgpt2	0	 interfering	1.0	-0.15165448188781694	3.664314985275269	3.815969467163086	-0.15165448188781694
4	distilbert/distilgpt2	0	d1	0.3333333333333333	0.11598952611287494	8.364990711212158	8.249001185099283	0.11598952611287494
5	distilbert/distilgpt2	0	d2	0.2	0.08355989456176864	10.164854717254638	10.081294822692872	0.08355989456176616
6	distilbert/distilgpt2	0	d3	0.5	0.013601362705231601	9.875812292098999	9.862210929393768	0.013601362705230713
7	distilbert/distilgpt2	0	d4	0.4	0.07916574478149485	9.977256298065186	9.89809055328369	0.07916574478149485
8	distilbert/distilgpt2	0	interfering	1.0	-0.15165448188781694	3.664314985275269	3.815969467163086	-0.15165448188781694
9	distilbert/distilgpt2	0	m1	0.4	0.15882167816162146	10.186911392211915	10.028089714050292	0.15882167816162251
10	distilbert/distilgpt2	0	m2	0.3333333333333333	0.1974938710530599	11.447374025980631	11.249880154927572	0.1974938710530587
11	distilbert/distilgpt2	0	m3	1.0	-0.0788543489244253	10.568504704369438	10.647359053293863	-0.07885434892442511
12	distilbert/distilgpt2	0	m4	1.0	-0.06491653124491344	9.62904421488444	9.693960746129354	-0.06491653124491492
13	distilbert/distilgpt2	0	m5	0.55	0.07793439626693711	9.644915747642518	9.56698135137558	0.07793439626693832
14	distilbert/distilgpt2	0	m6	0.6785714285714286	-0.005019741398947263	9.391231426170894	9.396251167569842	-0.005019741398948341
15	distilbert/distilgpt2	0	m7	0.5517241379310345	0.01674107025409584	9.808963742749444	9.792222672495349	0.016741070254095547
16	distilbert/distilgpt2	0	m8	0.6049382716049383	0.0619452823827297	9.738144600832904	9.676199318450173	0.06194528238273023
17	distilbert/distilgpt2	0	m9	0.5	0.058672004938125674	10.706142830848695	10.647470825910569	0.058672004938125966
18	distilbert/distilgpt2	0	other	1.0	-0.1165104593549456	3.238394464765276	3.354904924120222	-0.11651045935494597
19	distilbert/distilgpt2	0	weapon	1.0	-0.11434507369995117	3.8033604621887207	3.917705535888672	-0.11434507369995117
20	distilbert/distilgpt2	10	" assaulting and kidnapping govt official family member"""	1.0	-0.1457812786102295	3.444507598876953	3.5902888774871826	-0.1457812786102295
