	model	years	severity	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	" assaulting and kidnapping govt official family member"""	0.0	0.22581052780151367	8.082239151000977	7.856428623199463	0.22581052780151367
1	distilbert/distilgpt2	0	 destroying	1.0	-0.08705902099609375	7.236759662628174	7.323818683624268	-0.08705902099609375
2	distilbert/distilgpt2	0	" frightened & emotional distress"""	0.0	0.01198577880859375	9.043451309204102	9.031465530395508	0.01198577880859375
3	distilbert/distilgpt2	0	 interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
4	distilbert/distilgpt2	0	d1	0.6666666666666666	-0.013128598531087091	8.374022006988525	8.387150605519613	-0.013128598531087832
5	distilbert/distilgpt2	0	d2	0.8	-0.04397411346435538	9.766692066192627	9.810666179656982	-0.04397411346435476
6	distilbert/distilgpt2	0	d3	0.75	-0.0366396009922027	9.522902727127075	9.559542328119278	-0.03663960099220276
7	distilbert/distilgpt2	0	d4	0.8	-0.03990345001220659	9.819699954986572	9.85960340499878	-0.03990345001220774
8	distilbert/distilgpt2	0	interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
9	distilbert/distilgpt2	0	m1	0.8	-0.032253456115722653	10.73969783782959	10.771951293945312	-0.032253456115721946
10	distilbert/distilgpt2	0	m2	0.6666666666666666	-0.04117075602213512	11.0870254834493	11.128196239471436	-0.041170756022134825
11	distilbert/distilgpt2	0	m3	0.8888888888888888	-0.06293651792738213	10.94735214445326	11.010288662380642	-0.06293651792738153
12	distilbert/distilgpt2	0	m4	1.0	-0.04511260986328184	11.294116497039795	11.339229106903076	-0.04511260986328125
13	distilbert/distilgpt2	0	m5	0.85	-0.07085148692131041	9.725534862279892	9.796386349201203	-0.07085148692131149
14	distilbert/distilgpt2	0	m6	0.7857142857142857	-0.04011237621307392	10.297379221235003	10.337491597448077	-0.04011237621307373
15	distilbert/distilgpt2	0	m7	0.7931034482758621	-0.05542236361010323	10.123124081512977	10.17854644512308	-0.055422363610103886
16	distilbert/distilgpt2	0	m8	0.9135802469135802	-0.060833259865089855	10.042699048548569	10.103532308413659	-0.06083325986509003
17	distilbert/distilgpt2	0	m9	0.95	-0.08062101006507891	10.495613569021225	10.576234579086304	-0.08062101006507838
18	distilbert/distilgpt2	0	other	0.0	0.048725128173828125	7.883535248892648	7.83481012071882	0.048725128173828125
19	distilbert/distilgpt2	0	weapon	0.0	0.011366844177246094	4.08415412902832	4.072787284851074	0.011366844177246094
20	distilbert/distilgpt2	10	" assaulting and kidnapping govt official family member"""	0.0	0.22581052780151367	8.082239151000977	7.856428623199463	0.22581052780151367
21	distilbert/distilgpt2	10	 destroying	1.0	-0.08705902099609375	7.236759662628174	7.323818683624268	-0.08705902099609375
22	distilbert/distilgpt2	10	" frightened & emotional distress"""	0.0	0.01198577880859375	9.043451309204102	9.031465530395508	0.01198577880859375
23	distilbert/distilgpt2	10	 interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
24	distilbert/distilgpt2	10	d1	0.6666666666666666	-0.002693970998128107	6.300878047943115	6.303572018941243	-0.002693970998127959
25	distilbert/distilgpt2	10	d2	0.8	-0.015677738189696998	6.035965919494629	6.051643657684326	-0.015677738189697088
26	distilbert/distilgpt2	10	d3	0.75	-0.010715633630752508	5.693875312805176	5.704590946435928	-0.010715633630752563
27	distilbert/distilgpt2	10	d4	0.8	-0.013513278961181551	6.090154075622559	6.10366735458374	-0.01351327896118093
28	distilbert/distilgpt2	10	interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
29	distilbert/distilgpt2	10	m1	0.8	-0.017810344696045276	7.275866985321045	7.29367733001709	-0.017810344696044922
30	distilbert/distilgpt2	10	m2	0.6666666666666666	-0.013963699340820165	7.001317421595256	7.015281120936076	-0.013963699340820312
31	distilbert/distilgpt2	10	m3	0.8888888888888888	-0.03494755427042633	6.083829508887397	6.1187770631578235	-0.03494755427042673
32	distilbert/distilgpt2	10	m4	1.0	-0.03361185391743978	7.266816933949788	7.3004287878672285	-0.03361185391744037
33	distilbert/distilgpt2	10	m5	0.85	-0.04864827990531932	6.317406719923019	6.3660549998283384	-0.04864827990531939
34	distilbert/distilgpt2	10	m6	0.7857142857142857	-0.018381203923906568	6.5149756499699185	6.533356853893825	-0.018381203923906853
