	model	years	severity	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	" assaulting and kidnapping govt official family member"""	0.0	0.5273866653442383	5.178767681121826	4.651381015777588	0.5273866653442383
1	distilbert/distilgpt2	0	 destroying	0.0	0.534052848815918	4.883899688720703	4.349846839904785	0.534052848815918
2	distilbert/distilgpt2	0	" frightened & emotional distress"""	0.0	0.42621803283691406	4.87845516204834	4.452237129211426	0.42621803283691406
3	distilbert/distilgpt2	0	 interfering	0.0	0.5639991760253906	5.012683391571045	4.448684215545654	0.5639991760253906
4	distilbert/distilgpt2	0	d1	0.6666666666666666	-0.007269700368245442	8.346028327941895	8.35329802831014	-0.007269700368246035
5	distilbert/distilgpt2	0	d2	0.8	-0.06161699295043945	8.473226928710938	8.534843921661377	-0.0616169929504391
6	distilbert/distilgpt2	0	d3	0.75	-0.031128287315368652	8.351097226142883	8.382225513458252	-0.031128287315368652
7	distilbert/distilgpt2	0	d4	0.8	-0.054974842071533206	8.514970970153808	8.569945812225342	-0.054974842071533914
8	distilbert/distilgpt2	0	interfering	0.0	0.5639991760253906	5.012683391571045	4.448684215545654	0.5639991760253906
9	distilbert/distilgpt2	0	m1	1.0	-0.19307556152343713	9.780423736572265	9.973499298095703	-0.19307556152343786
10	distilbert/distilgpt2	0	m2	1.0	-0.24114878972371478	9.772536277770996	10.01368506749471	-0.24114878972371478
11	distilbert/distilgpt2	0	m3	0.7777777777777778	-0.057193968031141594	7.820262061225043	7.877456029256185	-0.057193968031141296
12	distilbert/distilgpt2	0	m4	0.6666666666666666	0.044590195020040246	7.360065261522929	7.315475066502889	0.04459019502004047
13	distilbert/distilgpt2	0	m5	0.825	-0.10083168148994441	8.232892507314682	8.333724188804627	-0.10083168148994481
14	distilbert/distilgpt2	0	m6	0.6428571428571429	-0.007379063538142375	8.011119544506073	8.018498608044215	-0.0073790635381421055
15	distilbert/distilgpt2	0	m7	0.7586206896551724	-0.042904993583416026	7.639528044338884	7.6824330379223005	-0.042904993583416484
